Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9576998527040315,0.014862147008911517,0.683347863763692,0.6330644673551,21.960709870158315,0.63213004825408
2,0.9998626033936195,0.009440243276638059,0.9261662626044276,0.9263035251012364,21.854201145299946,0.6542874923226429
3,1.0000000096756905,0.008656772618488929,0.9999999194442505,0.9999999302450214,22.71254152184873,0.6672162817932709
4,0.9999999576969807,0.008409814641619284,0.9999998715158297,0.9999998289877944,22.74561544371215,0.6758745962764785
5,0.9999998796164079,0.008097665836091998,0.9999997671083779,0.9999996453746894,22.983744504771,0.6787420812754603
6,1.0000000009000642,0.007866871022933923,0.9999998096364132,0.9999998109865096,23.079106519958966,0.6823919274305043
7,0.9999999221444432,0.00783214349288023,0.9999996940027694,0.9999996089466988,23.07595232836167,0.6834891089919017
8,0.9999999545467558,0.007544369767924577,0.9999997594578318,0.9999997092792504,22.816948501152318,0.6866719023874629
9,0.9999999646724785,0.00741651756357691,0.9999989662762202,0.9999988848204066,23.02280230314608,0.6802090157193748
10,0.999999984923924,0.007491123093466702,0.9999996512251069,0.9999996381741755,23.252798215221805,0.6909816617157027
11,0.9999999489213544,0.007378445506051498,0.999999842488758,0.9999997916351284,22.862888003893804,0.6867545633985285
12,1.0000000846060386,0.00719028823898416,0.999999576294759,0.9999996651761027,23.17649472090452,0.694293605305298
13,1.0000002425673127,0.007093262071654509,0.9999985828734651,0.9999990702582511,23.095889753136106,0.6938690738371242
14,1.000000000450032,0.00700712529376557,0.9999999761482976,0.9999999781734422,23.285169402042722,0.6931104213870757
15,0.9999999867240524,0.012507554039564332,0.9999998676905567,0.9999998517144164,17.257748144975455,0.595677346688265
16,1.0000000189013492,0.008787731453644514,0.9999999234945396,0.9999999457711295,22.686882999319433,0.6669257328524227
17,1.0000000006750482,0.008037510051064657,0.9999999367704872,0.9999999381205835,23.00592803971397,0.6717495517423976
18,1.0000000229516381,0.0077224232226527564,0.9999999266447644,0.9999999513965311,23.073607059001795,0.6772868328275736
19,0.9999999189942184,0.0074711549333405765,0.9999994021323285,0.9999992734231422,23.161788637647792,0.6820315659394738
20,1.0000013806985444,0.007334729839347723,0.9999973288343514,0.9999998991928051,23.13194464589486,0.6861846980295683
21,1.0,0.007230524620789364,0.9999999995499679,0.9999999995499679,23.16480406065508,0.6843048360264092
22,0.999999999774984,0.007150270285613654,1.0,0.999999999774984,23.28685324547199,0.6920963769767716
23,1.0,0.007176556538168374,1.0,1.0,23.192376220405958,0.6934654801561121
24,1.0,0.007216960500354669,1.0,1.0,23.19462679845906,0.689702969719792
25,1.0,0.007037028259283103,1.0,1.0,23.278959817399766,0.6920520199669732
26,1.0,0.00702152564631186,0.9999999995499679,0.999999999774984,23.321467516002077,0.6920938960641448
27,1.0,0.006954003192725216,0.999999999774984,0.999999999774984,23.340668616807022,0.6917016317969874
28,1.0,0.0070062587756789035,1.0,1.0,23.18353606816178,0.6940735648250023
29,1.0,0.007212532304986781,1.0,1.0,22.886618161858372,0.6732970223440762
30,0.999999999774984,0.007098087793490677,1.0,0.999999999774984,23.263195124110133,0.6921572620757142
31,1.0,0.0072541474963770235,1.0,1.0,23.16793881420457,0.6875325307162882
32,0.9999999993249519,0.007372518587727398,1.0,0.9999999993249519,23.087664923216625,0.6871483029677854
33,1.0,0.006920133778940876,1.0,1.0,23.418224195854563,0.6986165562568353
34,1.0,0.006808105404005584,0.999999999774984,0.999999999774984,23.418971583463296,0.6976768407556746
35,1.0,0.006853498217722218,1.0,1.0,23.431442224304856,0.6983471308883867
36,1.0,0.006777567785167996,0.9999999993249519,0.9999999993249519,23.444665115764884,0.6994571617820806
37,0.999999999774984,0.006811179418636718,0.999999999774984,0.9999999995499679,23.344834173748485,0.697266969241594
38,0.999999999774984,0.006803563684629408,0.999999999774984,0.9999999995499679,23.43409615623373,0.695407581956763
39,1.0,0.006698735411872922,0.999999999774984,0.999999999774984,23.464370252853136,0.7002784796276985
40,1.0,0.006725342737157345,0.9999999993249519,1.0,23.508306385318907,0.6995131664457377
41,1.0,0.006711789080546265,0.9999999995499679,0.9999999995499679,23.472620144770538,0.7013045207798829
42,1.0,0.0067021108478494944,0.999999999774984,0.999999999774984,23.48489512627478,0.7002639977904092
43,1.0,0.006658636128243912,1.0,1.0,23.514042757753998,0.6989403923003994
44,1.0,0.0066135976791686394,0.9999999988749197,0.9999999993249519,23.46014128833241,0.7009440728446894
45,1.0,0.008109477552189383,0.999999999774984,0.999999999774984,23.259270883972114,0.6909193682391741
46,1.0,0.007072414889448686,1.0,1.0,23.402536809701164,0.6953241894816795
47,1.0,0.006906655078524967,1.0,1.0,23.4488528612739,0.6978731031654871
48,1.0,0.006812847400804783,1.0,1.0,23.467853822080546,0.7011330310712781
49,1.0,0.0067163878810747295,0.999999999774984,0.999999999774984,23.50647336545598,0.7002400140664731
50,1.0,0.006660835150318786,1.0,1.0,23.518715653488066,0.7017649607351649
51,1.0,0.006756628979702182,1.0,1.0,23.53425546574728,0.7004767734753458
52,1.0,0.00671688303061782,1.0,1.0,23.53701491558624,0.7008843165740632
53,1.0,0.006636118457901981,1.0,1.0,23.539257823365745,0.7049088887652458
54,0.999999999774984,0.006631215175018589,1.0,0.999999999774984,23.483274470977022,0.6990119624904721
55,1.0,0.0065978839257889695,0.999999999774984,0.999999999774984,23.577731285950826,0.7064766364487988
56,1.0,0.006540186754130374,0.999999999774984,1.0,23.51827500118894,0.6993717504175085
57,1.0,0.006600779338070093,0.999999999774984,0.999999999774984,23.58462462071764,0.7061118239547775
58,1.0,0.0066123005719755995,1.0,1.0,23.54503317019227,0.7035360928864507
59,0.999999999774984,0.006588048000260682,1.0,0.999999999774984,23.566299651983996,0.7040815327251166
60,1.0,0.006582650199593158,0.999999999774984,0.999999999774984,23.55410880429225,0.7042667442246487
61,1.0,0.00659062538821388,1.0,1.0,23.603457649651077,0.7064358795944014
62,1.0,0.006526665693781938,1.0,1.0,23.608027575206762,0.7077735958740725
63,1.0,0.006546200273230752,1.0,1.0,23.568152183794435,0.7051643439900805
64,1.0,0.0065521067637937655,1.0,1.0,23.59512935110244,0.7076401942306094
65,1.0,0.006535413342457783,1.0,1.0,23.39652655543235,0.6999510747995991
66,1.0,0.006531650274868933,1.0,1.0,23.59284587147605,0.7044822688688311
67,1.0,0.006426785113487171,1.0,1.0,23.61440973389989,0.7083268449668996
68,1.0,0.006635275469485415,1.0,1.0,23.48196948568087,0.6999132788320731
69,0.999999999774984,0.006481489692378185,1.0,0.999999999774984,23.572393475148413,0.7057544343304216
70,1.0,0.00646195803085919,1.0,1.0,23.611883093631082,0.707096327640857
71,0.9999999993249519,0.006463100046996375,1.0,0.9999999993249519,23.62466758807829,0.7087959596636699
72,1.0,0.006441327643414335,1.0,1.0,23.655416244455818,0.7097536675762712
73,1.0,0.0064742095629299916,0.9999999995499679,0.9999999995499679,23.64556262417721,0.7090640223165702
74,1.0,0.006426524415049461,1.0,1.0,23.65193906438477,0.7078361734312181
75,1.0,0.006352066312787094,0.999999999774984,0.999999999774984,23.641997327106502,0.706735605907719
76,1.0,0.0063303432618852075,0.999999999774984,0.999999999774984,23.646980769927488,0.7090540371443096
77,1.0,0.006433098988814853,0.999999999774984,1.0,23.661921975086635,0.7101348676876715
78,1.0,0.006420953776420397,1.0,1.0,23.62856411982563,0.7076007624467214
79,1.0,0.006461690808026982,1.0,1.0,23.660228558145494,0.709238237281989
80,1.0,0.006382881946108468,1.0,1.0,23.65215143218551,0.7091320306934111
81,1.0,0.006326514458128754,1.0,1.0,23.643857660506605,0.707082530211287
82,1.0,0.006312181342287464,1.0,1.0,23.64820535466408,0.7093555648424472
83,1.0,0.0063458431794705915,1.0,1.0,23.64388629682502,0.7100617564909639
84,1.0,0.006319389927313536,1.0,1.0,23.663406344942807,0.7093510570233328
85,1.0,0.006347308357317142,1.0,1.0,23.630192652142163,0.7114966107390778
86,1.0,0.006374414176704045,1.0,1.0,23.6636361117554,0.7088148074540478
87,1.0,0.006347030784680078,1.0,1.0,23.682480304874485,0.7078243330208182
88,1.0,0.006301498163475226,1.0,1.0,23.664769374158343,0.7093041493878727
89,1.0,0.006307982386095959,1.0,1.0,23.684782397090956,0.7088020815138232
90,1.0,0.0063186701716395795,1.0,1.0,23.701206064056816,0.7103818069424546
91,1.0,0.0062445414018333974,1.0,1.0,23.69282658425428,0.7106182125576755
92,1.0,0.006241437892491553,1.0,1.0,23.68235172855762,0.7101365564859401
93,1.0,0.006231297228333943,1.0,1.0,23.714592315245802,0.7114619020132991
94,1.0,0.006272105077098219,1.0,1.0,23.67395139719022,0.7111389244857588
95,1.0,0.006327098492806108,1.0,1.0,23.691704585713307,0.7111732717494519
96,1.0,0.006267286234842422,1.0,1.0,23.639035762747067,0.709229167267593
97,1.0,0.00625626057916966,1.0,1.0,23.693521387022432,0.7073785580738247
98,1.0,0.006233508437203917,1.0,1.0,23.704045059287893,0.7094872372540814
99,1.0,0.0062324593419596196,1.0,1.0,23.68805736285069,0.7076510328646989
100,1.0,0.006233384341533507,1.0,1.0,23.695924026662553,0.7099174668914393
101,1.0,0.00625831298529003,1.0,1.0,23.6924451599269,0.7084511663132941
102,1.0,0.006245300580804504,1.0,1.0,23.7233860228041,0.7116643885771433
103,1.0,0.006397149483282408,1.0,1.0,23.697774135244266,0.7104078966971726
104,1.0,0.0061583667322507646,1.0,1.0,23.744527793003446,0.7120902815408874
105,1.0,0.006211867568666029,1.0,1.0,23.713974420253923,0.7129825506991113
106,1.0,0.006170393151300274,1.0,1.0,23.719764476178828,0.7091238932651386
107,1.0,0.006279795180039547,1.0,1.0,20.103002543283456,0.65238551281349
108,1.0,0.0066676920643039496,1.0,1.0,23.657466675447083,0.708471051085065
109,1.0,0.006258861588452943,1.0,1.0,23.72373072100252,0.7123424243508724
110,1.0,0.006185155274955266,1.0,1.0,23.746183628341836,0.7113107528254302
111,1.0,0.006267435614330348,1.0,1.0,23.759387834416266,0.7135647957087957
112,1.0,0.0062085233713021,1.0,1.0,23.76154306382542,0.7147696865232367
113,1.0,0.006211990912351004,1.0,1.0,23.766221729211882,0.7127910130902341
114,1.0,0.006178411790159612,1.0,1.0,23.721946204374188,0.7126164818019197
115,1.0,0.006226751107190964,1.0,1.0,23.698413851787052,0.7099194436045418
116,1.0,0.006194734495943571,1.0,1.0,23.74111846060817,0.7124910014763213
117,1.0,0.006150330526619448,1.0,1.0,23.746878337258998,0.7127376805272019
118,1.0,0.006155385536552117,1.0,1.0,23.75955709109922,0.713748191009488
119,1.0,0.006151882402835301,1.0,1.0,23.737025127143987,0.7124493507265347
120,1.0,0.0061609288751736215,1.0,1.0,23.72853256276184,0.714015214241039
121,1.0,0.006132807045292079,1.0,1.0,23.761299744567147,0.7143257479918631
122,1.0,0.006104122061383038,1.0,1.0,23.746343052048452,0.7122563594265988
123,1.0,0.006209444014568361,1.0,1.0,23.74293458513304,0.7133053696294974
124,1.0,0.006189122803392552,1.0,1.0,23.71235530440127,0.7119993253758079
125,1.0,0.006160715659464486,1.0,1.0,23.657405870298113,0.7129639476014856
126,1.0,0.006135317358737522,1.0,1.0,23.735527859956555,0.7117648889795382
127,1.0,0.006202752888032367,1.0,1.0,23.756874698140763,0.7134277369195258
128,1.0,0.006142758948086025,1.0,1.0,23.72124299455079,0.7105290886254338
129,1.0,0.006115394026908573,1.0,1.0,23.75378665420292,0.7146099805831909
130,1.0,0.006115995928361007,1.0,1.0,23.76167516960269,0.7139882664931448
131,1.0,0.006106312399876105,1.0,1.0,23.761552261193224,0.7129533025953505
132,1.0,0.00608115546611983,1.0,1.0,23.745002591902804,0.711379696576916
133,1.0,0.0061548330421660425,1.0,1.0,23.721795164506013,0.7126924327591009
134,1.0,0.006117100244117591,1.0,1.0,23.76892590237366,0.7170896307069655
135,1.0,0.006103335109161978,1.0,1.0,23.781442891245405,0.7146946348642048
136,1.0,0.006091227303874628,1.0,1.0,23.685260368751266,0.7108250950512133
137,1.0,0.006128129780548291,1.0,1.0,23.775188906277265,0.7155137522178784
138,1.0,0.0060878366426719835,1.0,1.0,23.789413195262796,0.7140682437266522
139,1.0,0.006049487270349566,1.0,1.0,23.72511992040494,0.7092214794883951
140,1.0,0.006133404035258102,1.0,1.0,23.762305264439576,0.7141039761883473
141,1.0,0.0060588266262504974,1.0,1.0,23.758640181910305,0.7148305332800101
142,1.0,0.006124722427312615,1.0,1.0,23.785183313345208,0.7151205762785081
143,1.0,0.006092336218726552,1.0,1.0,23.768837422736212,0.716018234254324
144,1.0,0.0061017790754777645,1.0,1.0,23.77819680731092,0.7134193561927616
145,1.0,0.006057162686488261,1.0,1.0,23.77717218856787,0.7147799981267828
146,1.0,0.006086322425387852,1.0,1.0,23.737453944009292,0.7117914573142403
147,1.0,0.0061457782717562175,1.0,1.0,23.71964122014001,0.7127230057590886
148,1.0,0.006078849989364467,1.0,1.0,23.782881704390483,0.7155139820966107
149,1.0,0.006117304927564923,1.0,1.0,23.759442209193395,0.7114821055479217
150,1.0,0.006096500521263698,1.0,1.0,23.7746181976149,0.7155012014316536
151,1.0,0.006018252493773531,1.0,1.0,23.761126096027514,0.712366674552884
152,1.0,0.006072005379187149,1.0,1.0,23.746267815975784,0.7161928713321686
153,1.0,0.006021335928892095,1.0,1.0,23.765254430997928,0.7133512129211983
154,1.0,0.009028559482193258,1.0,1.0,22.95821561930602,0.6734740157224979
155,1.0,0.007301680495275696,1.0,1.0,23.267230439626854,0.6978850467511785
156,1.0,0.006790808170228724,1.0,1.0,23.39244368649701,0.699832466610691
157,1.0,0.006565449809135747,1.0,1.0,23.576710315602845,0.7029519300711783
158,1.0,0.0064197984251426025,1.0,1.0,23.612777001893257,0.7067519009810442
159,1.0,0.006323345264368604,1.0,1.0,23.69485745155619,0.7107590086627424
160,1.0,0.006269195559232704,1.0,1.0,23.696706599959064,0.7103375851759437
161,1.0,0.006252949214511031,1.0,1.0,23.67985863926512,0.7124915088129322
