Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
162,1.0,0.006174413487425049,1.0,1.0,23.705359256501886,0.7104759273821848
163,1.0,0.006194807641682376,1.0,1.0,23.7041215952135,0.7093663511917605
164,1.0,0.006191127216020965,1.0,1.0,23.73054399833204,0.7098047827419481
165,1.0,0.006114425121597862,1.0,1.0,23.75761233307972,0.7127370844807541
166,1.0,0.006088524041190328,1.0,1.0,23.73180895104186,0.7099659364474448
167,1.0,0.006111877356465105,1.0,1.0,23.7685533297021,0.7142901903356028
168,1.0,0.006144870180057184,1.0,1.0,23.7571882919946,0.7137398508905667
169,1.0,0.006070179769451014,1.0,1.0,23.76680050153921,0.7147739642893362
170,1.0,0.0060841557711810235,1.0,1.0,23.784997034028454,0.7142133939335917
171,1.0,0.006024098450319407,1.0,1.0,23.75374868193624,0.7142676020923414
172,1.0,0.006067527208224775,1.0,1.0,23.77276801914227,0.7140888169146421
173,1.0,0.006143237918968906,1.0,1.0,23.72177238150013,0.7111473749255577
174,1.0,0.006090445151126368,1.0,1.0,23.7975118048678,0.714730269379086
175,1.0,0.006088895636837515,1.0,1.0,23.799804294150647,0.7155867147515391
176,1.0,0.0059934225334305575,1.0,1.0,23.80550236267524,0.7176699777792769
177,1.0,0.0060925403866585745,1.0,1.0,23.789306023744167,0.7128415548661996
178,1.0,0.006079777973257799,1.0,1.0,23.79464172455402,0.7161465775199801
179,1.0,0.006008602155596967,1.0,1.0,23.774353934657494,0.7137641326377266
180,1.0,0.0060353647414958566,1.0,1.0,23.79010877659285,0.7126947242265557
181,1.0,0.006000411598946744,1.0,1.0,23.80175704000333,0.7152111596531339
182,1.0,0.006075440633452896,1.0,1.0,23.772868372004318,0.7146286431111788
183,1.0,0.0060225901064433675,1.0,1.0,23.798886725209876,0.7147210890438125
184,1.0,0.006083936069559752,1.0,1.0,23.755248892301974,0.7141622324087467
185,1.0,0.00604773419475463,1.0,1.0,23.76784482477987,0.7141037029132509
186,1.0,0.006028349951963498,1.0,1.0,23.810399887650885,0.7163720514342101
187,1.0,0.006098094516876721,1.0,1.0,23.780333844910476,0.7133866116317392
188,1.0,0.00601960907648531,1.0,1.0,23.78786933774787,0.7152258720662859
189,1.0,0.006040372090681263,1.0,1.0,23.799365841398497,0.7166225830016778
190,1.0,0.006062683767060574,1.0,1.0,23.787254854974126,0.7143846302353151
191,1.0,0.0060281200132376745,1.0,1.0,23.767537009328798,0.7141684691111246
192,1.0,0.006030715736401485,1.0,1.0,23.798248374118522,0.7174307329264301
193,1.0,0.005971776861382105,1.0,1.0,23.808222727509744,0.716476113126989
194,1.0,0.00607756968050477,1.0,1.0,23.79992750604913,0.7157918983384183
195,1.0,0.006050906237802614,1.0,1.0,23.79204291494098,0.7164875458904177
196,1.0,0.006014276672263877,1.0,1.0,23.796999034697926,0.7171914767452151
197,1.0,0.006057049666019329,1.0,1.0,23.768550268853236,0.7121319784755595
198,1.0,0.005968658304475795,1.0,1.0,23.796229351170936,0.7147032292614206
199,1.0,0.00603454740532215,1.0,1.0,23.80624447444298,0.7173457424543057
200,1.0,0.005996804220140128,1.0,1.0,23.778785923046875,0.7116955848116624
